Name,Medium,Type,Secondary Type,Tertiary Type,Product Name,Username,Manufacturer,Model,Developer,Author,Editor,Publisher,Language,Year,Original Price,Identifying Number,Floppy Drive,Optical Drive,Hard Disk Drive,RAM,CPU,External Connections,Internal Connections,Operating System,Compatibility,Accession Number,Date Tested,Donor,notes,Author,Theme,image,360_image
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 3",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.720,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 4",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.721,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 5",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.722,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 6",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.723,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 7",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.724,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 10",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.725,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 11",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.726,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 30, No. 12",,,Jason Snell,"Mac Publishing, LLC",English,2013,,,,,,,,,,,,2021.3.727,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 1",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.728,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 2",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.729,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 3",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.730,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 4",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.731,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 5",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.732,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 6",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.733,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 7",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.734,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 8",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.735,,Benj Edwards / Brad Feld,,,,,
MacWorld,Printed Matter,Periodical,Narrow Topic,"Apple Computer, Inc.",MacWorld,,,"Vol. 31, No. 11",,,Jason Snell,"Mac Publishing, LLC",English,2014,,,,,,,,,,,,2021.3.736,,Benj Edwards / Brad Feld,,,,,
Game Developer Magazine,Printed Matter,Periodical,Broad Topic,Videogames,Game Developer Magazine - Game Career Guide,,,"Vol. 20, No. 7",,,Patrick Miller,UBM LLC.,English,2013,,,,,,,,,,,,2021.3.737,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 12, No. 9",,,Philip Lemmons,"PC World Communications, Inc.",English,1994,,,,,,,,,,,,2021.3.738,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 14, No. 12",,,Cathryn Baskin,"PC World Communications, Inc.",English,1996,,,,,,,,,,,,2021.3.739,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 4",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.740,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 5",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.741,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 6",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.742,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 7",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.743,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 8",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.744,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 9",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.745,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 10",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.746,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 11",,,Cathryn Baskin,"PC World Communications, Inc.",English,1997,,,,,,,,,,,,2021.3.747,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 15, No. 12",,,Cathryn Baskin,IDG Communications,English,1997,,,,,,,,,,,,2021.3.748,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 1",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.749,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 2",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.750,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 3",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.751,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 8",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.752,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 10",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.753,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 16, No. 12",,,Cathryn Baskin,IDG Communications,English,1998,,,,,,,,,,,,2021.3.754,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 17, No. 4",,,Cathryn Baskin,IDG Communications,English,1999,,,,,,,,,,,,2021.3.755,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 17, No. 7",,,Cathryn Baskin,IDG Communications,English,1999,,,,,,,,,,,,2021.3.756,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 19, No. 1",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.757,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 19, No. 9",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.758,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 19, No. 10",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.759,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 19, No. 11",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.760,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 19, No. 12",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.761,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 1",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.762,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 2",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.763,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 3",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.764,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 4",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.765,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 5",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.766,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 6",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.767,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 7",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.768,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 20, No. 8",,,Kevin McKean,IDG Communications,English,2001,,,,,,,,,,,,2021.3.769,,Benj Edwards / Brad Feld,,,,,
PC World,Printed Matter,Periodical,Broad Topic,General Computing,PC World,,,"Vol. 25, No. 8",,,Harry McCracken,IDG Communications,English,2007,,,,,,,,,,,,2021.3.770,,Benj Edwards / Brad Feld,,,,,
"Using UNIX, Special Edition",Printed Matter,Book,Reference,UNIX,"Using UNIX, Special Edition",,,,,Ernest C. Ackermann,,Que Pub,English,1994,$39.99,ISBN 1-56529-619-2,,,,,,,,,,2021.3.771,,,,,,,
Dell D1226H Color Monitor User's Guide,Printed Matter,Manual,User,Dell D1226H Color Monitor,Dell D1226H Color Monitor User's Guide,,,,,,,Dell,"English, German, French, Spanish, Italian, Chinese, Simplified Chinese",,,,,,,,,,,,,2021.3.772,,,Added Ephemera to Ephemera 1 - same accession number,,,,
Playstation 2 Instruction Manual,Printed Matter,Manual,User,Playstation,Playstation 2 Instruction Manual,,,,,,,Sony,"English, French, Spanish",2006,,,,,,,,,,,,2021.3.773,,,For the PS2 Slim models; added Ephemera to Ephemera 1 - same accession number,,,,
Ladder Winter 2019,Printed Matter,Book,Art and Design,Computer poetry,"Running ladder on Texas Rocks and Minerals _an amateur's guide by Rosell M. Girard on file ""angels.tif"" with a buffer lenght of 316968 from The Vision of Hell, Purgatory, and Paradise by Dante Alighieri",,,,,Everest Pipkin,,,"English, javascript",2019,,,,,,,,,,,,2021.3.775,,Everest Pipkin,,,,,
Getting Started Microsoft Windows 98,Printed Matter,Manual,User,Windows 98,Getting Started Windows 98,,,,,,,Microsoft,English,1998,,,,,,,,,,,,2021.3.777,,,It has a security thread you can rub that says genuine,,,,
Applied Mathematics and Computation,Printed Matter,Periodical,Narrow Topic,Applied Mathematics,Applied Mathematics and Computation,,,"Vol. 34, No, 2",,,"John Casti, Melvin Scott","Elsevier Science Publishing, co.",English,1989,,,,,,,,,,,,2021.3.779,,,,,,,
Applied Mathematics and Computation,Printed Matter,Periodical,Narrow Topic,Applied Mathematics,Applied Mathematics and Computation,,,"Vol. 35, No. 3",,,"John Casti, Melvin Scott","Elsevier Science Publishing, co.",English,1990,,,,,,,,,,,,2021.3.780,,,,,,,
Applied Mathematics and Computation,Printed Matter,Periodical,Narrow Topic,Applied Mathematics,Applied Mathematics and Computation,,,"Vol. 40, No. 1",,,"John Casti, Melvin Scott","Elsevier Science Publishing, co.",English,1990,,,,,,,,,,,,2021.3.781,,,,,,,
Applied Mathematics and Computation,Printed Matter,Periodical,Narrow Topic,Applied Mathematics,Applied Mathematics and Computation,,,"Vol. 40, No. 2",,,"John Casti, Melvin Scott","Elsevier Science Publishing, co.",English,1990,,,,,,,,,,,,2021.3.782,,,,,,,
Computing in Science and Engineering,Printed Matter,Periodical,Broad Topic,Computing in Science and Engineering,Computing in Science and Engineering,,,"Vol. 8, No. 6",,,Norman Chonacky,IEEE CS and the AIP,English,2006,,,,,,,,,,,,2021.3.784,,,,,,,
Neural Network Generated Zine (Terrariums) ,Printed Matter,Periodical,Narrow Topic,Neural Network Generated Zine (Terrariums) ,Neural Network Generated Zine (Terrariums) ,,,,,Everest Pipkin,,,,2019,,,,,,,,,,,,2021.3.787,,,,,,,
Eigenwelt der apparate-welt Pioneers of Electronic Art ,Printed Matter,Catalog,Art Exhibit,Ars Electronica 1992,Eigenwelt der apparate-welt Pioneers of Electronic Art ,,,,,,David Dunn,"The Vasulkas, Inc.","English, German",1992,,,,,,,,,,,,2021.3.789,,,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Wired Magazine,,,"Vol. 2, No. 11",,,Louis Rossetto,"Wired Ventures, Inc.",English,1994,,,,,,,,,,,,2021.3.808,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Béésh nidiilt'ééh!,,,"Vol. 5, No. 5",,,Kevin Kelly,"Wired Ventures, Inc.",English,1997,,,,,,,,,,,,2021.3.809,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Wired Magazine,,,"Vol. 5, No. 7",,,Kevin Kelly,"Wired Ventures, Inc.",English,1997,,,,,,,,,,,,2021.3.810,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Wired Magazine,,,"Vol. 5, No. 10",,,Kevin Kelly,"Wired Ventures, Inc.",English,1997,,,,,,,,,,,,2021.3.811,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Ijkota!,,,"Vol. 5, No. 11",,,Kevin Kelly,"Wired Ventures, Inc.",English,1997,,,,,,,,,,,,2021.3.812,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Wired Magazine,,,"Vol. 5, No. 12",,,Kevin Kelly,"Wired Ventures, Inc.",English,1997,,,,,,,,,,,,2021.3.813,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,¡Conéctate!,,,"Vol. 6, No. 1",,,Kevin Kelly,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.814,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Tomorrow Today,,,"Vol. 6, No. 2",,,Kevin Kelly,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.815,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Future Is in Beta,,,"Vol. 6, No. 3",,,Katrina Heron,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.816,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Know Sooner,,,"Vol. 6, No. 4",,,Katrina Heron,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.817,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Capitalize on the Future,,,"Vol. 6, No. 6",,,Katrina Heron,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.818,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Building the Future,,,"Vol. 6, No. 7",,,Katrina Heron,"Wired Ventures, Inc.",English,1998,,,,,,,,,,,,2021.3.819,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Fast Forward,,,"Vol. 6, No. 8",,,Katrina Heron,Condé Nast Inc.,English,1998,,,,,,,,,,,,2021.3.820,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Y2K Compliant,,,"Vol. 6, No. 9",,,Katrina Heron,Condé Nast Inc.,English,1998,,,,,,,,,,,,2021.3.821,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Future Proof,,,"Vol. 6, No. 10",,,Katrina Heron,Condé Nast Inc.,English,1998,,,,,,,,,,,,2021.3.822,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Business of Change,,,"Vol. 6, No. 11",,,Katrina Heron,Condé Nast Inc.,English,1998,,,,,,,,,,,,2021.3.823,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Business of Change,,,"Vol. 6, No. 12",,,Katrina Heron,Condé Nast Inc.,English,1998,,,,,,,,,,,,2021.3.824,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Shifts Happen,,,"Vol. 7, No. 1",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.825,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Fast Forward,,,"Vol. 7, No. 2",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.826,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Business of Change,,,"Vol. 7, No. 3",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.827,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Lights Out,,,"Vol. 7, No. 4",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.828,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Get Loud,,,"Vol. 7, No. 8",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.829,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Stink Different,,,"Vol. 7, No. 11",,,Katrina Heron,Condé Nast Inc.,English,1999,,,,,,,,,,,,2021.3.830,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Millennium-Free Zone,,,"Vol. 8, No. 1",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.831,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Business of Change,,,"Vol. 8, No. 3",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.832,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Tomorrow Today,,,"Vol. 8, No. 4",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.833,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Revolutionize,,,"Vol. 8, No. 6",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.834,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Make Waves,,,"Vol. 8, No. 7",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.835,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Vox Teraflopuli,,,"Vol. 8, No. 8",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.836,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Burn This,,,"Vol. 8, No. 10",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.837,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Truth The Whole Truth,,,"Vol. 8, No. 11",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.838,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Fast Forward,,,"Vol. 8, No. 12",,,Katrina Heron,Condé Nast Inc.,English,2000,,,,,,,,,,,,2021.3.839,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Touch Me All Over,,,"Vol. 9, No. 1",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.840,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,The Future Is in Beta,,,"Vol. 9, No. 2",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.841,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Pulling Gs,,,"Vol. 9, No. 3",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.842,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,For Future Reference,,,"Vol. 9, No. 4",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.843,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Fast Forward,,,"Vol. 9, No. 5",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.844,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Optimism Pays,,,"Vol. 9, No. 6",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.845,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Pass It On,,,"Vol. 9, No. 7",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.846,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Shifts Happen,,,"Vol. 9, No. 8",,,Katrina Heron,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.847,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Wired Magazine,,,"Vol. 9, No. 9",,,Chris Anderson,Condé Nast Inc.,English,2001,,,,,,,,,,,,2021.3.848,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,Put Down The Gun,,,"Vol. 10, No. 4",,,Chris Anderson,Condé Nast Inc.,English,2002,,,,,,,,,,,,2021.3.849,,Benj Edwards / Brad Feld,,,,,
Wired Magazine,Printed Matter,Periodical,Broad Topic,Tech Culture,C U 2MORO,,,"Vol. 10, No. 9",,,Chris Anderson,Condé Nast Inc.,English,2002,,,,,,,,,,,,2021.3.850,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Computer Languages,,,"Vol. 6, No. 6",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1981,,,,,,,,,,,,2021.3.851,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Computerized Communications,,,"Vol. 6, No. 7",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1981,,,,,,,,,,,,2021.3.852,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Inventory Control Software,,,"Vol. 7, No. 10",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1982,,,,,,,,,,,,2021.3.853,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,16-Bit Micros,,,"Vol. 7, No. 11",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1982,,,,,,,,,,,,2021.3.854,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Word Processing Software,,,"Vol. 7, No. 12",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1982,,,,,,,,,,,,2021.3.855,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Terminals,,,"Vol. 8, No. 1",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1983,,,,,,,,,,,,2021.3.856,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Database Software,,,"Vol. 8, No. 2",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1983,,,,,,,,,,,,2021.3.857,,Benj Edwards / Brad Feld,,,,,
Interface Age,Printed Matter,Periodical,Broad Topic,General Computing,Data Communications,,,"Vol. 8, No. 3",,,Robert S. Jones,"McPheters, Wolfe & Jones",English,1983,,,,,,,,,,,,2021.3.858,,Benj Edwards / Brad Feld,,,,,
